Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,median_income
1001,05000US01001,Autauga County,"Autauga County, Alabama",al,73530
1003,05000US01003,Baldwin County,"Baldwin County, Alabama",al,71951
1005,05000US01005,Barbour County,"Barbour County, Alabama",al,44339
1007,05000US01007,Bibb County,"Bibb County, Alabama",al,54840
1009,05000US01009,Blount County,"Blount County, Alabama",al,59882
1011,05000US01011,Bullock County,"Bullock County, Alabama",al,42550
1013,05000US01013,Butler County,"Butler County, Alabama",al,46312
1015,05000US01015,Calhoun County,"Calhoun County, Alabama",al,56402
1017,05000US01017,Chambers County,"Chambers County, Alabama",al,51386
1019,05000US01019,Cherokee County,"Cherokee County, Alabama",al,52375
1021,05000US01021,Chilton County,"Chilton County, Alabama",al,54255
1023,05000US01023,Choctaw County,"Choctaw County, Alabama",al,49138
1025,05000US01025,Clarke County,"Clarke County, Alabama",al,51813
1027,05000US01027,Clay County,"Clay County, Alabama",al,49598
1029,05000US01029,Cleburne County,"Cleburne County, Alabama",al,53510
1031,05000US01031,Coffee County,"Coffee County, Alabama",al,64723
1033,05000US01033,Colbert County,"Colbert County, Alabama",al,59406
1035,05000US01035,Conecuh County,"Conecuh County, Alabama",al,39835
1037,05000US01037,Coosa County,"Coosa County, Alabama",al,48118
1039,05000US01039,Covington County,"Covington County, Alabama",al,54513
1041,05000US01041,Crenshaw County,"Crenshaw County, Alabama",al,55687
1043,05000US01043,Cullman County,"Cullman County, Alabama",al,53354
1045,05000US01045,Dale County,"Dale County, Alabama",al,56602
1047,05000US01047,Dallas County,"Dallas County, Alabama",al,41102
1049,05000US01049,DeKalb County,"DeKalb County, Alabama",al,47478
1051,05000US01051,Elmore County,"Elmore County, Alabama",al,70299
1053,05000US01053,Escambia County,"Escambia County, Alabama",al,46605
1055,05000US01055,Etowah County,"Etowah County, Alabama",al,57899
1057,05000US01057,Fayette County,"Fayette County, Alabama",al,47841
1059,05000US01059,Franklin County,"Franklin County, Alabama",al,48380
1061,05000US01061,Geneva County,"Geneva County, Alabama",al,47603
1063,05000US01063,Greene County,"Greene County, Alabama",al,31077
1065,05000US01065,Hale County,"Hale County, Alabama",al,48165
1067,05000US01067,Henry County,"Henry County, Alabama",al,57902
1069,05000US01069,Houston County,"Houston County, Alabama",al,58526
1071,05000US01071,Jackson County,"Jackson County, Alabama",al,49216
1073,05000US01073,Jefferson County,"Jefferson County, Alabama",al,67455
1075,05000US01075,Lamar County,"Lamar County, Alabama",al,50850
1077,05000US01077,Lauderdale County,"Lauderdale County, Alabama",al,62775
1079,05000US01079,Lawrence County,"Lawrence County, Alabama",al,54632
1081,05000US01081,Lee County,"Lee County, Alabama",al,68031
1083,05000US01083,Limestone County,"Limestone County, Alabama",al,72651
1085,05000US01085,Lowndes County,"Lowndes County, Alabama",al,41470
1087,05000US01087,Macon County,"Macon County, Alabama",al,47994
1089,05000US01089,Madison County,"Madison County, Alabama",al,83426
1091,05000US01091,Marengo County,"Marengo County, Alabama",al,53038
1093,05000US01093,Marion County,"Marion County, Alabama",al,46538
1095,05000US01095,Marshall County,"Marshall County, Alabama",al,53706
1097,05000US01097,Mobile County,"Mobile County, Alabama",al,59203
1099,05000US01099,Monroe County,"Monroe County, Alabama",al,47293
1101,05000US01101,Montgomery County,"Montgomery County, Alabama",al,60379
1103,05000US01103,Morgan County,"Morgan County, Alabama",al,62130
1105,05000US01105,Perry County,"Perry County, Alabama",al,31320
1107,05000US01107,Pickens County,"Pickens County, Alabama",al,52494
1109,05000US01109,Pike County,"Pike County, Alabama",al,51066
1111,05000US01111,Randolph County,"Randolph County, Alabama",al,52710
1113,05000US01113,Russell County,"Russell County, Alabama",al,52975
1115,05000US01115,St. Clair County,"St. Clair County, Alabama",al,65281
1117,05000US01117,Shelby County,"Shelby County, Alabama",al,91806
1119,05000US01119,Sumter County,"Sumter County, Alabama",al,43354
1121,05000US01121,Talladega County,"Talladega County, Alabama",al,52158
1123,05000US01123,Tallapoosa County,"Tallapoosa County, Alabama",al,55033
1125,05000US01125,Tuscaloosa County,"Tuscaloosa County, Alabama",al,66920
1127,05000US01127,Walker County,"Walker County, Alabama",al,54590
1129,05000US01129,Washington County,"Washington County, Alabama",al,48417
1131,05000US01131,Wilcox County,"Wilcox County, Alabama",al,42646
1133,05000US01133,Winston County,"Winston County, Alabama",al,48248
2013,05000US02013,Aleutians East Borough,"Aleutians East Borough, Alaska",ak,77941
2016,05000US02016,Aleutians West Census Area,"Aleutians West Census Area, Alaska",ak,92917
2020,05000US02020,Anchorage Municipality,"Anchorage Municipality, Alaska",ak,97571
2050,05000US02050,Bethel Census Area,"Bethel Census Area, Alaska",ak,54153
2060,05000US02060,Bristol Bay Borough,"Bristol Bay Borough, Alaska",ak,98472
2068,05000US02068,Denali Borough,"Denali Borough, Alaska",ak,102500
2070,05000US02070,Dillingham Census Area,"Dillingham Census Area, Alaska",ak,59519
2090,05000US02090,Fairbanks North Star Borough,"Fairbanks North Star Borough, Alaska",ak,88544
2100,05000US02100,Haines Borough,"Haines Borough, Alaska",ak,76719
2105,05000US02105,Hoonah-Angoon Census Area,"Hoonah-Angoon Census Area, Alaska",ak,72656
2110,05000US02110,Juneau City and Borough,"Juneau City and Borough, Alaska",ak,111886
2122,05000US02122,Kenai Peninsula Borough,"Kenai Peninsula Borough, Alaska",ak,88111
2130,05000US02130,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, Alaska",ak,85295
2150,05000US02150,Kodiak Island Borough,"Kodiak Island Borough, Alaska",ak,93438
2158,05000US02158,Kusilvak Census Area,"Kusilvak Census Area, Alaska",ak,35354
2164,05000US02164,Lake and Peninsula Borough,"Lake and Peninsula Borough, Alaska",ak,48984
2170,05000US02170,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, Alaska",ak,91240
2180,05000US02180,Nome Census Area,"Nome Census Area, Alaska",ak,56075
2185,05000US02185,North Slope Borough,"North Slope Borough, Alaska",ak,81979
2188,05000US02188,Northwest Arctic Borough,"Northwest Arctic Borough, Alaska",ak,60583
2195,05000US02195,Petersburg Borough,"Petersburg Borough, Alaska",ak,78482
2198,05000US02198,Prince of Wales-Hyder Census Area,"Prince of Wales-Hyder Census Area, Alaska",ak,67112
2220,05000US02220,Sitka City and Borough,"Sitka City and Borough, Alaska",ak,89911
2230,05000US02230,Skagway Municipality,"Skagway Municipality, Alaska",ak,84688
2240,05000US02240,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, Alaska",ak,82622
2261,05000US02261,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, Alaska",ak,99049
2275,05000US02275,Wrangell City and Borough,"Wrangell City and Borough, Alaska",ak,71923
2282,05000US02282,Yakutat City and Borough,"Yakutat City and Borough, Alaska",ak,75833
2290,05000US02290,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, Alaska",ak,50313
4001,05000US04001,Apache County,"Apache County, Arizona",az,41903
4003,05000US04003,Cochise County,"Cochise County, Arizona",az,58635
4005,05000US04005,Coconino County,"Coconino County, Arizona",az,72655
4007,05000US04007,Gila County,"Gila County, Arizona",az,49902
4009,05000US04009,Graham County,"Graham County, Arizona",az,61351
4011,05000US04011,Greenlee County,"Greenlee County, Arizona",az,63609
4012,05000US04012,La Paz County,"La Paz County, Arizona",az,44701
4013,05000US04013,Maricopa County,"Maricopa County, Arizona",az,73240
4015,05000US04015,Mohave County,"Mohave County, Arizona",az,52427
4017,05000US04017,Navajo County,"Navajo County, Arizona",az,48932
4019,05000US04019,Pima County,"Pima County, Arizona",az,63576
4021,05000US04021,Pinal County,"Pinal County, Arizona",az,63833
4023,05000US04023,Santa Cruz County,"Santa Cruz County, Arizona",az,45074
4025,05000US04025,Yavapai County,"Yavapai County, Arizona",az,60692
4027,05000US04027,Yuma County,"Yuma County, Arizona",az,49050
5001,05000US05001,Arkansas County,"Arkansas County, Arkansas",ar,51995
5003,05000US05003,Ashley County,"Ashley County, Arkansas",ar,50620
5005,05000US05005,Baxter County,"Baxter County, Arkansas",ar,50285
5007,05000US05007,Benton County,"Benton County, Arkansas",ar,74647
5009,05000US05009,Boone County,"Boone County, Arkansas",ar,49719
5011,05000US05011,Bradley County,"Bradley County, Arkansas",ar,47107
5013,05000US05013,Calhoun County,"Calhoun County, Arkansas",ar,57596
5015,05000US05015,Carroll County,"Carroll County, Arkansas",ar,53859
5017,05000US05017,Chicot County,"Chicot County, Arkansas",ar,40245
5019,05000US05019,Clark County,"Clark County, Arkansas",ar,58007
5021,05000US05021,Clay County,"Clay County, Arkansas",ar,45013
5023,05000US05023,Cleburne County,"Cleburne County, Arkansas",ar,53136
5025,05000US05025,Cleveland County,"Cleveland County, Arkansas",ar,52624
5027,05000US05027,Columbia County,"Columbia County, Arkansas",ar,49523
5029,05000US05029,Conway County,"Conway County, Arkansas",ar,53675
5031,05000US05031,Craighead County,"Craighead County, Arkansas",ar,56678
5033,05000US05033,Crawford County,"Crawford County, Arkansas",ar,53378
5035,05000US05035,Crittenden County,"Crittenden County, Arkansas",ar,50813
5037,05000US05037,Cross County,"Cross County, Arkansas",ar,55084
5039,05000US05039,Dallas County,"Dallas County, Arkansas",ar,46614
5041,05000US05041,Desha County,"Desha County, Arkansas",ar,41106
5043,05000US05043,Drew County,"Drew County, Arkansas",ar,60426
5045,05000US05045,Faulkner County,"Faulkner County, Arkansas",ar,68381
5047,05000US05047,Franklin County,"Franklin County, Arkansas",ar,49627
5049,05000US05049,Fulton County,"Fulton County, Arkansas",ar,42428
5051,05000US05051,Garland County,"Garland County, Arkansas",ar,57630
5053,05000US05053,Grant County,"Grant County, Arkansas",ar,61228
5055,05000US05055,Greene County,"Greene County, Arkansas",ar,55964
5057,05000US05057,Hempstead County,"Hempstead County, Arkansas",ar,50990
5059,05000US05059,Hot Spring County,"Hot Spring County, Arkansas",ar,51921
5061,05000US05061,Howard County,"Howard County, Arkansas",ar,48895
5063,05000US05063,Independence County,"Independence County, Arkansas",ar,53056
5065,05000US05065,Izard County,"Izard County, Arkansas",ar,50777
5067,05000US05067,Jackson County,"Jackson County, Arkansas",ar,43524
5069,05000US05069,Jefferson County,"Jefferson County, Arkansas",ar,50008
5071,05000US05071,Johnson County,"Johnson County, Arkansas",ar,43207
5073,05000US05073,Lafayette County,"Lafayette County, Arkansas",ar,44474
5075,05000US05075,Lawrence County,"Lawrence County, Arkansas",ar,48970
5077,05000US05077,Lee County,"Lee County, Arkansas",ar,43966
5079,05000US05079,Lincoln County,"Lincoln County, Arkansas",ar,55513
5081,05000US05081,Little River County,"Little River County, Arkansas",ar,58835
5083,05000US05083,Logan County,"Logan County, Arkansas",ar,45793
5085,05000US05085,Lonoke County,"Lonoke County, Arkansas",ar,67521
5087,05000US05087,Madison County,"Madison County, Arkansas",ar,53769
5089,05000US05089,Marion County,"Marion County, Arkansas",ar,45861
5091,05000US05091,Miller County,"Miller County, Arkansas",ar,52365
5093,05000US05093,Mississippi County,"Mississippi County, Arkansas",ar,44588
5095,05000US05095,Monroe County,"Monroe County, Arkansas",ar,46857
5097,05000US05097,Montgomery County,"Montgomery County, Arkansas",ar,47992
5099,05000US05099,Nevada County,"Nevada County, Arkansas",ar,44911
5101,05000US05101,Newton County,"Newton County, Arkansas",ar,50147
5103,05000US05103,Ouachita County,"Ouachita County, Arkansas",ar,47986
5105,05000US05105,Perry County,"Perry County, Arkansas",ar,53417
5107,05000US05107,Phillips County,"Phillips County, Arkansas",ar,40500
5109,05000US05109,Pike County,"Pike County, Arkansas",ar,49913
5111,05000US05111,Poinsett County,"Poinsett County, Arkansas",ar,44977
5113,05000US05113,Polk County,"Polk County, Arkansas",ar,45447
5115,05000US05115,Pope County,"Pope County, Arkansas",ar,51440
5117,05000US05117,Prairie County,"Prairie County, Arkansas",ar,50472
5119,05000US05119,Pulaski County,"Pulaski County, Arkansas",ar,65759
5121,05000US05121,Randolph County,"Randolph County, Arkansas",ar,45455
5123,05000US05123,St. Francis County,"St. Francis County, Arkansas",ar,41468
5125,05000US05125,Saline County,"Saline County, Arkansas",ar,74463
5127,05000US05127,Scott County,"Scott County, Arkansas",ar,43312
5129,05000US05129,Searcy County,"Searcy County, Arkansas",ar,43185
5131,05000US05131,Sebastian County,"Sebastian County, Arkansas",ar,53146
5133,05000US05133,Sevier County,"Sevier County, Arkansas",ar,53235
5135,05000US05135,Sharp County,"Sharp County, Arkansas",ar,42329
5137,05000US05137,Stone County,"Stone County, Arkansas",ar,46004
5139,05000US05139,Union County,"Union County, Arkansas",ar,55096
5141,05000US05141,Van Buren County,"Van Buren County, Arkansas",ar,46470
5143,05000US05143,Washington County,"Washington County, Arkansas",ar,62646
5145,05000US05145,White County,"White County, Arkansas",ar,57639
5147,05000US05147,Woodruff County,"Woodruff County, Arkansas",ar,50964
5149,05000US05149,Yell County,"Yell County, Arkansas",ar,48658
6001,05000US06001,Alameda County,"Alameda County, California",ca,111231
6003,05000US06003,Alpine County,"Alpine County, California",ca,82813
6005,05000US06005,Amador County,"Amador County, California",ca,74553
6007,05000US06007,Butte County,"Butte County, California",ca,63825
6009,05000US06009,Calaveras County,"Calaveras County, California",ca,78161
6011,05000US06011,Colusa County,"Colusa County, California",ca,64177
6013,05000US06013,Contra Costa County,"Contra Costa County, California",ca,107907
6015,05000US06015,Del Norte County,"Del Norte County, California",ca,57654
6017,05000US06017,El Dorado County,"El Dorado County, California",ca,99248
6019,05000US06019,Fresno County,"Fresno County, California",ca,57015
6021,05000US06021,Glenn County,"Glenn County, California",ca,55364
6023,05000US06023,Humboldt County,"Humboldt County, California",ca,60961
6025,05000US06025,Imperial County,"Imperial County, California",ca,52809
6027,05000US06027,Inyo County,"Inyo County, California",ca,70846
6029,05000US06029,Kern County,"Kern County, California",ca,57015
6031,05000US06031,Kings County,"Kings County, California",ca,56983
6033,05000US06033,Lake County,"Lake County, California",ca,54677
6035,05000US06035,Lassen County,"Lassen County, California",ca,69082
6037,05000US06037,Los Angeles County,"Los Angeles County, California",ca,72362
6039,05000US06039,Madera County,"Madera County, California",ca,57531
6041,05000US06041,Marin County,"Marin County, California",ca,147878
6043,05000US06043,Mariposa County,"Mariposa County, California",ca,60183
6045,05000US06045,Mendocino County,"Mendocino County, California",ca,62513
6047,05000US06047,Merced County,"Merced County, California",ca,54731
6049,05000US06049,Modoc County,"Modoc County, California",ca,55964
6051,05000US06051,Mono County,"Mono County, California",ca,75463
6053,05000US06053,Monterey County,"Monterey County, California",ca,72659
6055,05000US06055,Napa County,"Napa County, California",ca,97983
6057,05000US06057,Nevada County,"Nevada County, California",ca,81203
6059,05000US06059,Orange County,"Orange County, California",ca,97050
6061,05000US06061,Placer County,"Placer County, California",ca,103298
6063,05000US06063,Plumas County,"Plumas County, California",ca,69884
6065,05000US06065,Riverside County,"Riverside County, California",ca,73082
6067,05000US06067,Sacramento County,"Sacramento County, California",ca,75565
6069,05000US06069,San Benito County,"San Benito County, California",ca,86787
6071,05000US06071,San Bernardino County,"San Bernardino County, California",ca,66415
6073,05000US06073,San Diego County,"San Diego County, California",ca,86138
6075,05000US06075,San Francisco County,"San Francisco County, California",ca,122900
6077,05000US06077,San Joaquin County,"San Joaquin County, California",ca,69008
6079,05000US06079,San Luis Obispo County,"San Luis Obispo County, California",ca,88636
6081,05000US06081,San Mateo County,"San Mateo County, California",ca,132732
6083,05000US06083,Santa Barbara County,"Santa Barbara County, California",ca,81049
6085,05000US06085,Santa Clara County,"Santa Clara County, California",ca,131554
6087,05000US06087,Santa Cruz County,"Santa Cruz County, California",ca,96327
6089,05000US06089,Shasta County,"Shasta County, California",ca,63205
6091,05000US06091,Sierra County,"Sierra County, California",ca,76875
6093,05000US06093,Siskiyou County,"Siskiyou County, California",ca,53909
6095,05000US06095,Solano County,"Solano County, California",ca,88335
6097,05000US06097,Sonoma County,"Sonoma County, California",ca,91937
6099,05000US06099,Stanislaus County,"Stanislaus County, California",ca,63643
6101,05000US06101,Sutter County,"Sutter County, California",ca,63748
6103,05000US06103,Tehama County,"Tehama County, California",ca,52602
6105,05000US06105,Trinity County,"Trinity County, California",ca,51582
6107,05000US06107,Tulare County,"Tulare County, California",ca,50934
6109,05000US06109,Tuolumne County,"Tuolumne County, California",ca,72299
6111,05000US06111,Ventura County,"Ventura County, California",ca,94340
6113,05000US06113,Yolo County,"Yolo County, California",ca,84824
6115,05000US06115,Yuba County,"Yuba County, California",ca,60743
8001,05000US08001,Adams County,"Adams County, Colorado",co,76264
8003,05000US08003,Alamosa County,"Alamosa County, Colorado",co,50000
8005,05000US08005,Arapahoe County,"Arapahoe County, Colorado",co,89953
8007,05000US08007,Archuleta County,"Archuleta County, Colorado",co,61362
8009,05000US08009,Baca County,"Baca County, Colorado",co,49327
8011,05000US08011,Bent County,"Bent County, Colorado",co,42883
8013,05000US08013,Boulder County,"Boulder County, Colorado",co,108150
8014,05000US08014,Broomfield County,"Broomfield County, Colorado",co,111341
8015,05000US08015,Chaffee County,"Chaffee County, Colorado",co,69624
8017,05000US08017,Cheyenne County,"Cheyenne County, Colorado",co,73229
8019,05000US08019,Clear Creek County,"Clear Creek County, Colorado",co,90980
8021,05000US08021,Conejos County,"Conejos County, Colorado",co,47230
8023,05000US08023,Costilla County,"Costilla County, Colorado",co,34338
8025,05000US08025,Crowley County,"Crowley County, Colorado",co,53750
8027,05000US08027,Custer County,"Custer County, Colorado",co,61446
8029,05000US08029,Delta County,"Delta County, Colorado",co,58243
8031,05000US08031,Denver County,"Denver County, Colorado",co,81452
8033,05000US08033,Dolores County,"Dolores County, Colorado",co,50792
8035,05000US08035,Douglas County,"Douglas County, Colorado",co,129717
8037,05000US08037,Eagle County,"Eagle County, Colorado",co,94003
8039,05000US08039,Elbert County,"Elbert County, Colorado",co,109439
8041,05000US08041,El Paso County,"El Paso County, Colorado",co,78239
8043,05000US08043,Fremont County,"Fremont County, Colorado",co,58259
8045,05000US08045,Garfield County,"Garfield County, Colorado",co,84486
8047,05000US08047,Gilpin County,"Gilpin County, Colorado",co,90424
8049,05000US08049,Grand County,"Grand County, Colorado",co,75399
8051,05000US08051,Gunnison County,"Gunnison County, Colorado",co,77091
8053,05000US08053,Hinsdale County,"Hinsdale County, Colorado",co,64196
8055,05000US08055,Huerfano County,"Huerfano County, Colorado",co,52097
8057,05000US08057,Jackson County,"Jackson County, Colorado",co,54922
8059,05000US08059,Jefferson County,"Jefferson County, Colorado",co,99247
8061,05000US08061,Kiowa County,"Kiowa County, Colorado",co,47417
8063,05000US08063,Kit Carson County,"Kit Carson County, Colorado",co,61149
8065,05000US08065,Lake County,"Lake County, Colorado",co,59688
8067,05000US08067,La Plata County,"La Plata County, Colorado",co,85418
8069,05000US08069,Larimer County,"Larimer County, Colorado",co,87250
8071,05000US08071,Las Animas County,"Las Animas County, Colorado",co,54702
8073,05000US08073,Lincoln County,"Lincoln County, Colorado",co,69141
8075,05000US08075,Logan County,"Logan County, Colorado",co,62146
8077,05000US08077,Mesa County,"Mesa County, Colorado",co,67375
8079,05000US08079,Mineral County,"Mineral County, Colorado",co,64659
8081,05000US08081,Moffat County,"Moffat County, Colorado",co,69484
8083,05000US08083,Montezuma County,"Montezuma County, Colorado",co,57300
8085,05000US08085,Montrose County,"Montrose County, Colorado",co,59385
8087,05000US08087,Morgan County,"Morgan County, Colorado",co,59466
8089,05000US08089,Otero County,"Otero County, Colorado",co,45641
8091,05000US08091,Ouray County,"Ouray County, Colorado",co,74327
8093,05000US08093,Park County,"Park County, Colorado",co,77604
8095,05000US08095,Phillips County,"Phillips County, Colorado",co,64741
8097,05000US08097,Pitkin County,"Pitkin County, Colorado",co,101793
8099,05000US08099,Prowers County,"Prowers County, Colorado",co,48628
8101,05000US08101,Pueblo County,"Pueblo County, Colorado",co,56842
8103,05000US08103,Rio Blanco County,"Rio Blanco County, Colorado",co,74868
8105,05000US08105,Rio Grande County,"Rio Grande County, Colorado",co,53955
8107,05000US08107,Routt County,"Routt County, Colorado",co,88969
8109,05000US08109,Saguache County,"Saguache County, Colorado",co,47875
8111,05000US08111,San Juan County,"San Juan County, Colorado",co,61719
8113,05000US08113,San Miguel County,"San Miguel County, Colorado",co,83984
8115,05000US08115,Sedgwick County,"Sedgwick County, Colorado",co,61667
8117,05000US08117,Summit County,"Summit County, Colorado",co,91887
8119,05000US08119,Teller County,"Teller County, Colorado",co,76439
8121,05000US08121,Washington County,"Washington County, Colorado",co,61004
8123,05000US08123,Weld County,"Weld County, Colorado",co,81217
8125,05000US08125,Yuma County,"Yuma County, Colorado",co,53625
9001,05000US09001,Fairfield County,"Fairfield County, Connecticut",ct,114461
9003,05000US09003,Hartford County,"Hartford County, Connecticut",ct,92383
9005,05000US09005,Litchfield County,"Litchfield County, Connecticut",ct,98146
9007,05000US09007,Middlesex County,"Middlesex County, Connecticut",ct,108334
9009,05000US09009,New Haven County,"New Haven County, Connecticut",ct,88178
9011,05000US09011,New London County,"New London County, Connecticut",ct,89209
9013,05000US09013,Tolland County,"Tolland County, Connecticut",ct,108236
9015,05000US09015,Windham County,"Windham County, Connecticut",ct,80323
10001,05000US10001,Kent County,"Kent County, Delaware",de,68912
10003,05000US10003,New Castle County,"New Castle County, Delaware",de,88300
10005,05000US10005,Sussex County,"Sussex County, Delaware",de,71029
11001,05000US11001,District of Columbia,"District of Columbia, District of Columbia",dc,105029
12001,05000US12001,Alachua County,"Alachua County, Florida",fl,72134
12003,05000US12003,Baker County,"Baker County, Florida",fl,70500
12005,05000US12005,Bay County,"Bay County, Florida",fl,64676
12007,05000US12007,Bradford County,"Bradford County, Florida",fl,55216
12009,05000US12009,Brevard County,"Brevard County, Florida",fl,67433
12011,05000US12011,Broward County,"Broward County, Florida",fl,68715
12013,05000US12013,Calhoun County,"Calhoun County, Florida",fl,52088
12015,05000US12015,Charlotte County,"Charlotte County, Florida",fl,59695
12017,05000US12017,Citrus County,"Citrus County, Florida",fl,51464
12019,05000US12019,Clay County,"Clay County, Florida",fl,71882
12021,05000US12021,Collier County,"Collier County, Florida",fl,76528
12023,05000US12023,Columbia County,"Columbia County, Florida",fl,58617
12027,05000US12027,DeSoto County,"DeSoto County, Florida",fl,41291
12029,05000US12029,Dixie County,"Dixie County, Florida",fl,44795
12031,05000US12031,Duval County,"Duval County, Florida",fl,65156
12033,05000US12033,Escambia County,"Escambia County, Florida",fl,62563
12035,05000US12035,Flagler County,"Flagler County, Florida",fl,61727
12037,05000US12037,Franklin County,"Franklin County, Florida",fl,56113
12039,05000US12039,Gadsden County,"Gadsden County, Florida",fl,50203
12041,05000US12041,Gilchrist County,"Gilchrist County, Florida",fl,49839
12043,05000US12043,Glades County,"Glades County, Florida",fl,48531
12045,05000US12045,Gulf County,"Gulf County, Florida",fl,53646
12047,05000US12047,Hamilton County,"Hamilton County, Florida",fl,43375
12049,05000US12049,Hardee County,"Hardee County, Florida",fl,47807
12051,05000US12051,Hendry County,"Hendry County, Florida",fl,45091
12053,05000US12053,Hernando County,"Hernando County, Florida",fl,54248
12055,05000US12055,Highlands County,"Highlands County, Florida",fl,45616
12057,05000US12057,Hillsborough County,"Hillsborough County, Florida",fl,68652
12059,05000US12059,Holmes County,"Holmes County, Florida",fl,47611
12061,05000US12061,Indian River County,"Indian River County, Florida",fl,67305
12063,05000US12063,Jackson County,"Jackson County, Florida",fl,50728
12065,05000US12065,Jefferson County,"Jefferson County, Florida",fl,59945
12067,05000US12067,Lafayette County,"Lafayette County, Florida",fl,54632
12069,05000US12069,Lake County,"Lake County, Florida",fl,63056
12071,05000US12071,Lee County,"Lee County, Florida",fl,64987
12073,05000US12073,Leon County,"Leon County, Florida",fl,76322
12075,05000US12075,Levy County,"Levy County, Florida",fl,48350
12077,05000US12077,Liberty County,"Liberty County, Florida",fl,48153
12079,05000US12079,Madison County,"Madison County, Florida",fl,45609
12081,05000US12081,Manatee County,"Manatee County, Florida",fl,68367
12083,05000US12083,Marion County,"Marion County, Florida",fl,53090
12085,05000US12085,Martin County,"Martin County, Florida",fl,76010
12086,05000US12086,Miami-Dade County,"Miami-Dade County, Florida",fl,55111
12087,05000US12087,Monroe County,"Monroe County, Florida",fl,78076
12089,05000US12089,Nassau County,"Nassau County, Florida",fl,78017
12091,05000US12091,Okaloosa County,"Okaloosa County, Florida",fl,74078
12093,05000US12093,Okeechobee County,"Okeechobee County, Florida",fl,46329
12095,05000US12095,Orange County,"Orange County, Florida",fl,63020
12097,05000US12097,Osceola County,"Osceola County, Florida",fl,55221
12099,05000US12099,Palm Beach County,"Palm Beach County, Florida",fl,74536
12101,05000US12101,Pasco County,"Pasco County, Florida",fl,61860
12103,05000US12103,Pinellas County,"Pinellas County, Florida",fl,68522
12105,05000US12105,Polk County,"Polk County, Florida",fl,56156
12107,05000US12107,Putnam County,"Putnam County, Florida",fl,45202
12109,05000US12109,St. Johns County,"St. Johns County, Florida",fl,94347
12111,05000US12111,St. Lucie County,"St. Lucie County, Florida",fl,58022
12113,05000US12113,Santa Rosa County,"Santa Rosa County, Florida",fl,73041
12115,05000US12115,Sarasota County,"Sarasota County, Florida",fl,73749
12117,05000US12117,Seminole County,"Seminole County, Florida",fl,79177
12119,05000US12119,Sumter County,"Sumter County, Florida",fl,66999
12121,05000US12121,Suwannee County,"Suwannee County, Florida",fl,49515
12123,05000US12123,Taylor County,"Taylor County, Florida",fl,46329
12125,05000US12125,Union County,"Union County, Florida",fl,51321
12127,05000US12127,Volusia County,"Volusia County, Florida",fl,59514
12129,05000US12129,Wakulla County,"Wakulla County, Florida",fl,69940
12131,05000US12131,Walton County,"Walton County, Florida",fl,67411
12133,05000US12133,Washington County,"Washington County, Florida",fl,48393
13001,05000US13001,Appling County,"Appling County, Georgia",ga,48201
13003,05000US13003,Atkinson County,"Atkinson County, Georgia",ga,41348
13005,05000US13005,Bacon County,"Bacon County, Georgia",ga,45763
13007,05000US13007,Baker County,"Baker County, Georgia",ga,52742
13009,05000US13009,Baldwin County,"Baldwin County, Georgia",ga,54187
13011,05000US13011,Banks County,"Banks County, Georgia",ga,54125
13013,05000US13013,Barrow County,"Barrow County, Georgia",ga,63186
13015,05000US13015,Bartow County,"Bartow County, Georgia",ga,62191
13017,05000US13017,Ben Hill County,"Ben Hill County, Georgia",ga,38736
13019,05000US13019,Berrien County,"Berrien County, Georgia",ga,44695
13021,05000US13021,Bibb County,"Bibb County, Georgia",ga,54196
13023,05000US13023,Bleckley County,"Bleckley County, Georgia",ga,53381
13025,05000US13025,Brantley County,"Brantley County, Georgia",ga,45148
13027,05000US13027,Brooks County,"Brooks County, Georgia",ga,44646
13029,05000US13029,Bryan County,"Bryan County, Georgia",ga,83077
13031,05000US13031,Bulloch County,"Bulloch County, Georgia",ga,53696
13033,05000US13033,Burke County,"Burke County, Georgia",ga,45203
13035,05000US13035,Butts County,"Butts County, Georgia",ga,49600
13037,05000US13037,Calhoun County,"Calhoun County, Georgia",ga,37860
13039,05000US13039,Camden County,"Camden County, Georgia",ga,63589
13043,05000US13043,Candler County,"Candler County, Georgia",ga,36845
13045,05000US13045,Carroll County,"Carroll County, Georgia",ga,61780
13047,05000US13047,Catoosa County,"Catoosa County, Georgia",ga,67505
13049,05000US13049,Charlton County,"Charlton County, Georgia",ga,51359
13051,05000US13051,Chatham County,"Chatham County, Georgia",ga,66659
13053,05000US13053,Chattahoochee County,"Chattahoochee County, Georgia",ga,49274
13055,05000US13055,Chattooga County,"Chattooga County, Georgia",ga,46127
13057,05000US13057,Cherokee County,"Cherokee County, Georgia",ga,92523
13059,05000US13059,Clarke County,"Clarke County, Georgia",ga,53790
13061,05000US13061,Clay County,"Clay County, Georgia",ga,27500
13063,05000US13063,Clayton County,"Clayton County, Georgia",ga,51118
13065,05000US13065,Clinch County,"Clinch County, Georgia",ga,38897
