B,L_corona,_id,b,convergent_point,country,county,county_FIPS,divergent_point,k,k_corona,l_corona,lat,lon,metro_area,modified_at,modified_at_corona,name,state,state_FIPS,t0,t0_corona,,a,k_corona
-0.792776841,0.004698436,5e88da2b7e859234c8cba959,0.010609953,35.91830473,US,Los Angeles,6037,18.4676856,0.419877555,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,Culver CityBus,California,6,27.19299516,4,,-43.4676856,0.206207706
-0.593462067,15.92867562,5e88da2b7e859234c8cba95a,0.019424035,41.20262789,US,Dallas,48113,19.33202356,0.335021529,0.17632678,-5.497955393,32.96,-96.83,Dallas,20200404,20200404,DART,Texas,48,30.26732573,48,,-0.332023563,0.17632678
-0.757762738,12.75977767,5e88da2b7e859234c8cba95b,-0.014117042,48.17600852,US,Washington,11001,16.84588122,0.23386829,0.163850015,-3.93117156,38.89,-77.03,Washington D.C.,20200404,20200404,DC Circulator,D.C,11,32.51094487,46,,0.154118778,0.163850015
-0.559865196,43.16435459,5e88da2b7e859234c8cba95c,0.014784659,34.43392267,US,Wayne,26163,23.62982611,0.6781801,0.215521525,-22.02728598,42.25,-83.21,Detroit,20200404,20200404,DDOT,Michigan,26,29.03187439,48,,-4.62982611,0.215521525
-0.597569197,12.75977767,5e88da2b7e859234c8cba95d,-0.006134532,47.96008724,US,Washington,11001,18.59691087,0.249534424,0.163850015,-3.93117156,38.89,-77.03,Washington D.C.,20200404,20200404,Fairfax Connector,D.C,11,33.27849905,46,,-1.596910866,0.163850015
-0.73336293,0.004698436,5e88da2b7e859234c8cba95e,0.020065911,35.42699245,US,Los Angeles,6037,19.14830564,0.450105305,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,Foothill Transit,California,6,27.28764904,4,,-44.14830564,0.206207706
-0.625018192,13.37789904,5e88da2b7e859234c8cba95f,-0.010051498,36.86021649,US,Cuyahoga,39035,21.38145758,0.47336633,0.171657239,-4.100816041,41.36,-81.86,Cleveland,20200404,20200404,GCRTA,Ohio,39,29.12083704,47,,-3.381457582,0.171657239
-0.769915797,0.004698436,5e88da2b7e859234c8cba960,0.017794451,35.05669885,US,Los Angeles,6037,20.24012547,0.494522121,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,Glendale Beeline,California,6,27.64841216,4,,-45.24012547,0.206207706
-0.86619666,,5e88da2b7e859234c8cba961,-0.021736341,37.40050107,US,"Marin, Sonoma",,14.41189226,0.318728434,,,,,SF Bay Area,20200404,,Golden Gate Transit,California,6,25.90619667,,,-43.41189226,
-0.555006119,3.017407688,5e88da2b7e859234c8cba962,-0.000474236,44.50538836,US,Montgomery,39113,17.68484613,0.273190722,0.212566939,-0.242375609,39.83,-84.41,Dayton,20200404,20200404,Greater Dayton RTA,Ohio,39,31.09511725,57,,10.31515387,0.212566939
-0.762501906,1.907431613,5e88da2b7e859234c8cba963,-0.007195446,34.43349539,US,Multnomah,41051,24.35776504,0.727205179,0.199507511,-0.672065741,45.55,-122.27,Portland,20200404,20200404,Greater Portland Metro Bus,Oregon,41,29.39563021,48,,-5.357765041,0.199507511
-0.643240036,0.004698436,5e88da2b7e859234c8cba964,-0.013858325,36.51597539,US,Los Angeles,6037,18.57865544,0.408484841,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,GTrans,California,6,27.54731542,4,,-43.57865544,0.206207706
-0.645713332,10.25257093,5e88da2b7e859234c8cba965,0.046716948,38.65232694,US,Hartford,9003,19.91941109,0.391136295,0.217305465,-1.855372352,41.87,-72.67,Hartford,20200404,20200404,Hartford Line,Connecticut,9,29.28586902,52,,3.080588908,0.217305465
-0.409585997,3.272217152,5e88da2b7e859234c8cba966,0.017125167,39.98566123,US,Hampton,51650,23.12314384,0.434521318,0.354342842,-0.060760875,0,0,Hampton,20200404,20200404,HRT,Virginia,51,31.55440254,65,,12.87685616,0.354342842
-0.43374253,14.76636287,5e88da2b7e859234c8cba967,0.019240769,44.1428962,US,Jackson,29095,15.27922872,0.253852817,0.204926321,-1.613076169,38.91,-94.38,Kansas City,20200404,20200404,KCATA,Missouri,29,29.71106246,56,,11.72077128,0.204926321
-0.819618542,1.60612184,5e88da2b7e859234c8cba968,0.023155326,42.46749825,US,King,53033,5.895193845,0.20034623,0.107438571,-37.3739132,47.3,-122.26,Seattle,20200404,20200404,King County Metro,Washington,53,24.18134604,0,,-34.89519384,0.107438571
-0.722880103,0.004698436,5e88da2b7e859234c8cba969,0.016405146,36.66221433,US,Los Angeles,6037,18.58871587,0.405407028,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,LA DOT,California,6,27.6254651,4,,-43.58871587,0.206207706
-0.710802041,0.004698436,5e88da2b7e859234c8cba96a,0.007375995,36.79516039,US,Los Angeles,6037,18.5216321,0.400969269,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,LA Metro - Bus,California,6,27.65839625,4,,-43.5216321,0.206207706
-0.743884242,0.004698436,5e88da2b7e859234c8cba96b,0.012806496,35.86938166,US,Los Angeles,6037,18.924268,0.432403313,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,LA Metro - Rail,California,6,27.39682483,4,,-43.924268,0.206207706
-0.680392654,5.28978233,5e88da2b7e859234c8cba96c,-0.029261348,37.22093602,US,Clark,32003,23.81238124,0.546451382,0.19700949,-2.8179442,36.14,-115.28,Las Vegas,20200404,20200404,Las Vegas Monorail,Nevada,32,30.51665863,43,,-9.81238124,0.19700949
-0.711645878,0.004698436,5e88da2b7e859234c8cba96d,0.008634265,36.19337773,US,Los Angeles,6037,19.05618381,0.427556771,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,Long Beach Transit,California,6,27.62478077,4,,-44.05618381,0.206207706
-0.676243181,67.54036337,5e88da2b7e859234c8cba96e,0.002843529,39.33256026,US,Suffolk,36103,18.39171329,0.349896224,0.202852178,-43.44272055,40.81,-73.04,NYC,20200404,20200404,Long Island Rail Road,New York,36,28.86213678,46,,-1.391713288,0.202852178
-0.580980678,5.61944431,5e88da2b7e859234c8cba96f,-0.006031919,38.80629467,US,Orange,12095,22.49273423,0.449143111,0.235835659,-1.469929652,28.68,-81.51,Orlando,20200404,20200404,Lynx,Florida,12,30.64951445,51,,-0.492734227,0.235835659
-0.892650865,7.807911862,5e88da2b7e859234c8cba970,-0.004456274,32.94318154,US,Dane,55025,24.13359585,0.831721667,0.151859805,-2.060602055,42.86,-89.53,Madison,20200404,20200404,Madison Metro,Wisconsin,55,28.5383887,47,,-6.133595852,0.151859805
-0.484209869,4.184678751,5e88da2b7e859234c8cba971,-0.002423536,35.60961377,US,Fulton,13121,20.67330017,0.490557676,0.178260791,-2.697154412,34.06,-84.27,Atlanta,20200404,20200404,MARTA,Georgia,13,28.14145697,41,,-8.673300174,0.178260791
-0.787638953,0.001790253,5e88da2b7e859234c8cba972,-0.002815624,39.76112803,US,Suffolk,25025,18.39250285,0.342891657,0.230383587,-2.214491828,42.35,-71.06,Boston,20200404,20200404,MBTA,Massachusetts,25,29.07681544,10,,-37.39250285,0.230383587
-0.596685465,35.99724471,5e88da2b7e859234c8cba973,0.005964137,34.82488564,US,Milwaukee,55079,24.72502527,0.725467781,0.168557861,-6.464301075,42.94,-87.86,Milwaukee County,20200404,20200404,MCTS,Wisconsin,55,29.77495545,51,,-2.725025267,0.168557861
-0.759557982,0.008096452,5e88da2b7e859234c8cba974,0.017556798,36.36480416,US,Cook,17031,21.47525799,0.492098497,0.198105087,-21.46817151,42.09,-87.98,Chicago,20200404,20200404,Metra,Illinois,17,28.92003107,2,,-48.47525799,0.198105087
-0.601475862,0.638195872,5e88da2b7e859234c8cba975,0.017823348,41.51496413,US,Harris,48201,18.67526646,0.320806492,0.264530759,-0.595412717,29.76,-95.38,Houston,20200404,20200404,METRO,Texas,48,30.0951153,43,,-4.675266462,0.264530759
-0.558641672,11.55346382,5e88da2b7e859234c8cba976,-0.008152092,33.71741534,US,Hamilton,39061,23.51705768,0.718320233,0.200846679,-0.900712401,39.13,-84.71,Cincinnati,20200404,20200404,SORTA - Metro,Ohio,39,28.61723651,57,,4.482942316,0.200846679
-0.492522858,2.749470111,5e88da2b7e859234c8cba977,-0.008862154,38.62173871,US,St Louis,29189,12.63585498,0.281965523,0.227069076,-2.894511706,38.65,-90.58,St. Louis,20200404,20200404,Metro Transit St Louis,Missouri,29,25.62879685,46,,4.364145017,0.227069076
-0.691491395,2.164128166,5e88da2b7e859234c8cba978,-0.032214745,37.23322565,US,Ramsey,27123,21.11171088,0.454493476,0.132665435,-0.587765128,44.94,-93.1,Minneapolis-Saint Paul,20200404,20200404,Metro Transit,Minnesota,27,29.17246827,44,,-6.111710883,0.132665435
-0.649723567,0.006836404,5e88da2b7e859234c8cba979,0.01727499,34.32037417,US,Orange,6059,19.52627048,0.495273215,0.174203688,-2.760925605,33.84,-118,Los Angeles,20200404,20200404,Metrolink,California,6,26.92332232,4,,-44.52627048,0.174203688
-0.64710236,,5e88da2b7e859234c8cba97a,0.009089395,36.37082449,US,"New York, Bronx, Westchester, Putnam, Dutchess, Rockland, Orange,Fairlield, New Haven",,20.68742413,0.467189711,,,,,NYC,20200404,,Metro-North Railroad,New York and Connecticut,,28.52912431,,,-49.68742413,
-0.590266291,22.75100641,5e88da2b7e859234c8cba97b,0.002679908,37.49499668,US,Miami-Dade,12086,23.55934829,0.525782733,0.240541639,-5.879839498,25.86,-80.29,Miami,20200404,20200404,Miami-Dade Transit,Florida,12,30.52717248,50,,-2.559348292,0.240541639
-0.877291504,6.191710293,5e88da2b7e859234c8cba97c,0.002478822,38.43037505,US,Monterey,6053,18.75555526,0.372411202,0.153333693,-0.595580186,35.85,-120.8,Monterey,20200404,20200404,Monterey-Salinas Transit,California,6,28.59296516,56,,8.24444474,0.153333693
-0.773589541,12.75977767,5e88da2b7e859234c8cba97d,0.007525189,49.61626574,US,Washington,11001,18.06726961,0.232245846,0.163850015,-3.93117156,38.89,-77.03,Washington D.C.,20200404,20200404,Montgomery County Transit,D.C,11,33.84176768,46,,-1.067269608,0.163850015
-0.56259339,2.762466227,5e88da2b7e859234c8cba97e,-0.006659869,41.64772494,US,Baltimore,24005,18.466313,0.316077524,0.22283919,-0.802995559,39.51,-76.49,Baltimore,20200404,20200404,MDOT MTA,Maryland,24,30.05701897,49,,1.533686999,0.22283919
-0.688292761,18.08850661,5e88da2b7e859234c8cba97f,-0.001146645,40.31996644,US,Davidson,47037,18.18350866,0.330998002,0.136421599,-4.647692177,36.04,-86.64,Nashville,20200404,20200404,MTA & RTA,Tennessee,47,29.25173755,46,,-1.183508655,0.136421599
-0.660506974,140.3617369,5e88da2b7e859234c8cba980,-0.005949025,36.66528649,US,Bronx,36005,20.98697405,0.467341324,0.179245779,-75.88673403,40.71,-73.99,NYC,20200404,20200404,MTA - Bronx Buses,New York,36,28.82613027,46,,-3.986974051,0.179245779
-0.695039418,174.5765608,5e88da2b7e859234c8cba981,-0.010830017,36.4414054,US,Kings,36047,20.43149903,0.457661845,0.163654013,-119.6063381,40.71,-73.99,NYC,20200404,20200404,MTA - Brooklyn Buses,New York,36,28.43645222,43,,-6.431499034,0.163654013
-0.743569625,110.5213363,5e88da2b7e859234c8cba982,-0.00797693,36.11993439,US,New York,36061,19.61853478,0.444030413,0.145050404,-90.95204478,40.71,-73.99,NYC,20200404,20200404,MTA - Manhattan Buses,New York,36,27.86923459,40,,-8.61853478,0.145050404
-0.679091677,110.5213363,5e88da2b7e859234c8cba983,-0.0092339,36.5105033,US,New York,36061,20.36057789,0.45369394,0.145050404,-90.95204478,40.71,-73.99,NYC,20200404,20200404,MTA - NYC Bus Company,New York,36,28.43554059,40,,-9.360577886,0.145050404
-0.715117988,110.5213363,5e88da2b7e859234c8cba984,-0.012136277,36.53367771,US,New York,36061,20.63421789,0.460841021,0.145050404,-90.95204478,40.71,-73.99,NYC,20200404,20200404,MTA - NYC Subway,New York,36,28.5839478,40,,-9.63421789,0.145050404
-0.710703577,223.5300224,5e88da2b7e859234c8cba985,-0.007141907,37.1976638,US,Queens,36081,20.18694156,0.430735579,0.176129441,-130.8991796,40.71,-73.99,NYC,20200404,20200404,MTA - Queens Buses,New York,36,28.69230268,45,,-4.186941558,0.176129441
-0.730948082,72.17835525,5e88da2b7e859234c8cba986,-0.009417385,36.02318533,US,Richmond,36085,19.99250059,0.457068641,0.163678361,-27.43963016,40.71,-73.99,NYC,20200404,20200404,MTA - Staten Island Buses,New York,36,28.00784296,47,,-1.992500594,0.163678361
-0.763794621,0.284572346,5e88da2b7e859234c8cba987,-0.012897485,39.34785647,US,San Diego,6073,18.26589465,0.347554149,0.16064526,-4.233060322,32.83,-116.76,San Diego,20200404,20200404,MTS,California,6,28.80687556,20,,-27.26589465,0.16064526
-0.877199469,9.899170074,5e88da2b7e859234c8cba988,-0.009560886,37.96976071,US,San Francisco,6075,14.19389284,0.308174799,0.145808062,-2.773724154,37.77,-122.41,SF Bay Area,20200404,20200404,MUNI - SFMTA,California,6,26.08182678,43,,-0.193892837,0.145808062
-0.845886989,0.284572346,5e88da2b7e859234c8cba989,0.038609071,38.78469782,US,San Diego,6073,18.47805157,0.3608239,0.16064526,-4.233060322,32.83,-116.76,San Diego,20200404,20200404,NCTD,California,6,28.63137469,20,,-27.47805157,0.16064526
-0.660017828,13.04390899,5e88da2b7e859234c8cba98a,-0.009171856,34.3080264,US,Erie,36029,24.84521411,0.774307158,0.212221447,-2.67213819,43.01,-78.49,Buffalo,20200404,20200404,NFTA,New York,36,29.57662025,52,,-1.845214106,0.212221447
-0.686799934,81.09486397,5e88da2b7e859234c8cba98b,-0.005707264,38.88844327,US,Nassau,36059,19.40726258,0.376112896,0.181493665,-66.78014625,40.72,-73.7,NYC,20200404,20200404,NICE Bus,New York,36,29.14785293,43,,-5.40726258,0.181493665
-0.65618664,,5e88da2b7e859234c8cba98c,0.00600638,38.74230066,US,New Jersey,,19.35747868,0.377982491,,,,,New Jersey,20200404,,NJ Transit - Bus,New Jersey,,29.04988967,,,-48.35747868,
-0.635018621,,5e88da2b7e859234c8cba98d,0.008914403,37.84560973,US,New Jersey,,19.55844974,0.400670377,,,,,New Jersey,20200404,,NJ Transit - Rail,New Jersey,,28.70202973,,,-48.55844974,
-0.643839502,110.5213363,5e88da2b7e859234c8cba98e,-0.019315376,37.7029884,US,New York,36061,16.69237716,0.348734419,0.145050404,-90.95204478,40.71,-73.99,NYC,20200404,20200404,NY Waterway,New York,36,27.19768278,40,,-5.692377165,0.145050404
-0.740304502,0.006836404,5e88da2b7e859234c8cba98f,0.002274532,38.25049197,US,Orange,6059,18.79843302,0.376675976,0.174203688,-2.760925605,33.84,-118,Los Angeles,20200404,20200404,OCTA,California,6,28.52446249,4,,-43.79843302,0.174203688
-0.567993728,3.343703421,5e88da2b7e859234c8cba990,-0.029579182,34.25509311,US,San Bernardino,6071,19.37065512,0.49226738,0.246069597,-0.370190774,34.14,-117.61,Los Angeles,20200404,20200404,Omnitrans,California,6,26.81287411,53,,4.629344878,0.246069597
-0.658609305,10.68918281,5e88da2b7e859234c8cba991,0.005854592,36.3824457,US,Allegheny,42003,20.53485353,0.462349309,0.206606845,-1.998099497,40.54,-79.83,Pittsburgh,20200404,20200404,PAAC,Pennsylvania,42,28.45864961,52,,2.46514647,0.206606845
-0.726757992,0.008096452,5e88da2b7e859234c8cba992,0.019848302,36.36058904,US,Cook,17031,21.70117738,0.499823831,0.198105087,-21.46817151,42.09,-87.98,Chicago,20200404,20200404,Pace Bus,Illinois,17,29.03088321,2,,-48.70117738,0.198105087
-0.673972519,,5e88da2b7e859234c8cba993,0.060391577,35.43729076,US,"San Diego, Orange, Los Angeles, San Luis Obispo, Ventura, Santa Barbara",,18.61564045,0.435576959,,,,,California,20200404,,Pacific Surfliner,California,,27.02646561,,,-47.61564045,
-0.427946602,22.75100641,5e88da2b7e859234c8cba994,0.002385713,36.02890568,US,Miami-Dade,12086,23.99244201,0.608743855,0.240541639,-5.879839498,25.86,-80.29,Miami,20200404,20200404,Palm Tran,Florida,12,30.01067384,50,,-2.992442007,0.240541639
-0.777843986,0.004698436,5e88da2b7e859234c8cba995,-0.003823939,34.702734,US,Los Angeles,6037,19.73289488,0.489459054,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,Pasadena Transit,California,6,27.21781444,4,,-44.73289488,0.206207706
-0.560283314,6.097879846,5e88da2b7e859234c8cba996,-0.027829742,35.51581731,US,Philadelphia,42101,20.81053308,0.498264649,0.243245634,-5.674220456,39.95,-75.16,Philadelphia,20200404,20200404,PATCO,Pennsylvania,42,28.16317519,47,,-2.810533077,0.243245634
-0.717948975,110.5213363,5e88da2b7e859234c8cba997,0.004117017,36.61581612,US,New York,36061,19.36413108,0.424719283,0.145050404,-90.95204478,40.71,-73.99,NYC,20200404,20200404,PATH,New York,36,27.9899736,40,,-8.364131083,0.145050404
-0.78434057,1.60612184,5e88da2b7e859234c8cba998,0.010573012,42.90860916,US,King,53033,7.085265666,0.204534881,0.107438571,-37.3739132,47.3,-122.26,Seattle,20200404,20200404,Pierce Transit,Washington,53,24.99693742,0,,-36.08526567,0.107438571
-0.921878189,9.899170074,5e88da2b7e859234c8cba999,-0.014818054,38.31543623,US,San Francisco,6075,11.93938304,0.27779453,0.145808062,-2.773724154,37.77,-122.41,SF Bay Area,20200404,20200404,PresidiGo,California,6,25.12740964,43,,2.060616962,0.145808062
-0.40468551,1.789524303,5e88da2b7e859234c8cba99a,0.012419546,41.42940353,US,Hillsborough,12057,23.35467846,0.405379516,0.179644069,-2.171014459,27.76,-82.26,Tampa,20200404,20200404,PSTA,Florida,12,32.392041,40,,-12.35467846,0.179644069
-0.765910062,0.052353322,5e88da2b7e859234c8cba99b,-0.002833219,36.74048258,US,Providence,44007,20.36040574,0.447319226,0.288677781,-0.294352254,41.95,-71.45,Providence,20200404,20200404,RIPTA,Rhode Island,44,28.55044416,39,,-10.36040574,0.288677781
-0.639778041,2.007731864,5e88da2b7e859234c8cba99c,-0.008364313,34.61340631,US,Riverside,6065,19.22093576,0.476019965,0.227155357,-0.108621399,33.99,-117.53,Los Angeles,20200404,20200404,Riverside Transit Agency,California,6,26.91717103,46,,-2.220935755,0.227155357
-0.59807738,5.28978233,5e88da2b7e859234c8cba99d,-0.02340897,37.89088032,US,Clark,32003,23.31373176,0.502644482,0.19700949,-2.8179442,36.14,-115.28,Las Vegas,20200404,20200404,RTC Southern Nevada,Nevada,32,30.60230604,43,,-9.313731757,0.19700949
-0.775809321,8.345381146,5e88da2b7e859234c8cba99e,-0.002059056,38.72315567,US,Denver,8031,17.9717563,0.353090563,0.168855422,-3.404895555,39.59,-105.01,Denver,20200404,20200404,RTD,Colorado,8,28.34745598,44,,-2.971756301,0.168855422
-0.817200798,11.48603136,5e88da2b7e859234c8cba99f,-0.00569585,38.13260492,US,San Mateo,6081,14.44564708,0.309331546,0.118226915,-4.774841965,37.5,-122.3,SF Bay Area,20200404,20200404,SamTrans,California,6,26.289126,40,,-3.445647085,0.118226915
-0.70468254,0.004698436,5e88da2b7e859234c8cba9a0,-0.036756266,34.43948786,US,Los Angeles,6037,20.63993472,0.530968156,0.206207706,-7.560681157,33.97,-118.24,Los Angeles,20200404,20200404,Santa Clarita Transit,California,6,27.53971129,4,,-45.63993472,0.206207706
-0.797049025,4.093849413,5e88da2b7e859234c8cba9a1,-0.021326058,35.20046067,US,Santa Cruz,6087,16.04824434,0.382573127,0.116738232,-0.678220731,36.97,-121.89,Santa Cruz,20200404,20200404,Santa Cruz Metro,California,6,25.62435251,47,,1.951755661,0.116738232
-0.601884812,6.097879846,5e88da2b7e859234c8cba9a2,-0.033055073,35.78970007,US,Philadelphia,42101,21.58420891,0.515795139,0.243245634,-5.674220456,39.95,-75.16,Philadelphia,20200404,20200404,SEPTA - Bus,Pennsylvania,42,28.68695449,47,,-3.584208908,0.243245634
-0.588396043,6.097879846,5e88da2b7e859234c8cba9a3,-0.031786336,35.51339008,US,Philadelphia,42101,21.50470209,0.523041365,0.243245634,-5.674220456,39.95,-75.16,Philadelphia,20200404,20200404,SEPTA - Rail,Pennsylvania,42,28.50904608,47,,-3.504702089,0.243245634
-0.682289407,6.646514241,5e88da2b7e859234c8cba9a4,0.03960042,31.97930978,US,New Haven,9009,26.05449942,1.236684862,0.254953652,-1.234169646,41.34,-73.06,New Haven,20200404,20200404,Shore Line East,Connecticut,9,29.0169046,52,,-3.054499417,0.254953652
-0.579207058,43.16435459,5e88da2b7e859234c8cba9a5,0.025539873,36.42897687,US,Wayne,26163,22.12182901,0.512130256,0.215521525,-22.02728598,42.25,-83.21,Detroit,20200404,20200404,SMART,Michigan,26,29.27540294,48,,-3.121829007,0.215521525
-0.761991603,1.60612184,5e88da2b7e859234c8cba9a6,0.038766272,39.35352171,US,King,53033,12.19423006,0.269783299,0.107438571,-37.3739132,47.3,-122.26,Seattle,20200404,20200404,Sound Transit,Washington,53,25.77387589,0,,-41.19423006,0.107438571
-0.686755085,67.54036337,5e88da2b7e859234c8cba9a7,0.033936867,38.38701951,US,Suffolk,36103,20.41977098,0.407804416,0.202852178,-43.44272055,40.81,-73.04,NYC,20200404,20200404,Suffolk County Transit,New York,36,29.40339525,46,,-3.419770982,0.202852178
